link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall)
https://tiktok.com/v862,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-07-13,Mikro,True,1119812,16615,instagram,other say,25,Surreal,Monochromatic,High-key,Mixed,5+,Middle-aged professional male,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Fear of Missing Out,Long-lasting moisture,None,High - likely to provoke discussion/change - Promotes inclusivity,Moderate & Engaging,Deliberately Stylized Realism,5,Presents an intriguing visual,Aspirational Lifestyle Scene,Intriguing Sound Effects,Yes - 'Wait...',Humor,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v863,lux_official,Lux,Beauty and Wellbeing,2024-02-06,Nano,True,267759,5204,instagram,other say,57,Surreal,"Warm tones (reds, oranges)",Low-key,None,0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Highly Original/Unexpected,Humor,Long-lasting moisture,Share content,Low - incidental - Focuses on sustainability,Purely Functional/None,Deliberately Stylized Realism,5,Presents an intriguing visual,Text-heavy Introduction,Sudden Silence followed by sound,Yes - 'Stop!',Confusion,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v864,make_over_official,Make Over,Beauty and Wellbeing,2024-03-24,Nano,False,717397,31988,instagram,other say,34,Futuristic,"Warm tones (reds, oranges)",Dramatic/High contrast,Influencer/KOL,2,Children,Experience the power of instant results with our latest innovation.,Highly Original/Unexpected,Humor,Instant results,Share content,High - likely to provoke discussion/change - Promotes inclusivity,Profound & Evocative,Highly Authentic/Raw,5,Introduces a relatable problem,Facial Close-up of Talent,Abrupt Music Start,Yes - 'How to?',Confusion,Slow/Deliberate,Effective but Standard
https://tiktok.com/v865,super_pell_official,Super Pell,Home Care,2024-02-25,Mikro,True,67835,2697,instagram,other say,43,Gritty,High contrast,Dramatic/High contrast,Animal,2,N/A,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Aspiration,Long-lasting moisture,Sign up,Low - incidental - Promotes inclusivity,Profound & Evocative,Clearly Staged/Aspirational,3,Presents an intriguing visual,Facial Close-up of Talent,Intriguing Sound Effects,Yes - 'Stop!',Confusion,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v866,downy_official,Downy,Home Care,2024-05-16,Mikro,False,338421,15704,instagram,other say,34,Abstract,Muted Vintage,Soft/Diffused,Animated/CGI Character,2,Corporate professional,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Humor,Healthier lifestyle,Share content,None,Surface-level/Fleeting,Fictional/Fantastical,5,Introduces a relatable problem,Text-heavy Introduction,Abrupt Music Start,No,Empathy,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v867,wipol_official,Wipol,Home Care,2024-05-06,Makro,True,162925,6531,instagram,other say,48,Vibrant,"Cool tones (blues, greens)",Natural daylight,Mixed,1,Middle-aged professional male,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Empathy,Long-lasting moisture,Download app,High - likely to provoke discussion/change - Challenges gender norms,Purely Functional/None,Deliberately Stylized Realism,3,Presents an intriguing visual,Facial Close-up of Talent,Sudden Silence followed by sound,No,Urgency,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v868,wipol_official,Wipol,Home Care,2024-04-14,Nano,True,371574,7289,instagram,other say,36,Minimalist,Earthy neutrals,Low-key,Professional Actor,2,Young adult female,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Empowerment,Healthier lifestyle,Follow social media,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Deliberately Stylized Realism,4,Introduces a relatable problem,Problem Setup Scene,Sudden Silence followed by sound,Yes - 'The Secret',Humor,Slow/Deliberate,Effective but Standard
https://tiktok.com/v869,pond's_official,Pond's,Beauty and Wellbeing,2024-02-24,Mikro,True,203908,9829,instagram,brand say,55,Documentary-style,Pastels,Natural daylight,Influencer/KOL,3,Children,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Security,Eco-friendly production,Purchase now,Moderate - raises awareness - Challenges gender norms,Moderate & Engaging,Fictional/Fantastical,3,Poses a direct question,Text-heavy Introduction,Abrupt Music Start,Yes - 'Limited Offer',Calmness,Static Shot,Highly Unique & Effective
https://tiktok.com/v870,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-02-20,Mega,True,251144,6612,instagram,other say,39,Abstract,Monochromatic,Dramatic/High contrast,Animal,1,N/A,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Empowerment,Unbeatable price,Visit store,Low - incidental - Challenges gender norms,Surface-level/Fleeting,Highly Authentic/Raw,4,Poses a direct question,Problem Setup Scene,Whispered confession,No,Surprise,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v871,downy_official,Downy,Home Care,2024-06-15,Nano,False,314081,6099,instagram,other say,37,Gritty,Pastels,Low-key,Influencer/KOL,1,Children,Experience the power of premium quality with our latest innovation.,Standard/Expected,Humor,Premium quality,None,High - likely to provoke discussion/change - Promotes inclusivity,Moderate & Engaging,Perceived as Real,4,Displays a startling fact,Aspirational Lifestyle Scene,Abrupt Music Start,No,Urgency,Gradual Reveal,Effective but Standard
https://tiktok.com/v872,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-24,Mega,True,944468,41782,instagram,brand say,54,Cinematic,Monochromatic,Natural daylight,Brand Founder/CEO,3,Middle-aged professional male,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Aspiration,Time-saving convenience,Follow social media,Low - incidental - Promotes inclusivity,Moderate & Engaging,Fictional/Fantastical,3,Introduces a relatable problem,Facial Close-up of Talent,Direct Voiceover Question,Yes - 'Wait...',Curiosity,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v873,mama_lemon_official,Mama Lemon,Home Care,2024-02-15,Mega,False,291402,8524,instagram,brand say,16,Retro-futuristic,High contrast,Bright/Overhead,Real Customer/User,2,Corporate professional,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Fear of Missing Out,Time-saving convenience,Visit store,Moderate - raises awareness - Promotes inclusivity,Purely Functional/None,Highly Authentic/Raw,4,Introduces a relatable problem,Text-heavy Introduction,Intriguing Sound Effects,No,Surprise,Static Shot,Effective but Standard
https://tiktok.com/v874,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-02-19,Mikro,True,1634957,28226,instagram,brand say,24,Retro-futuristic,High contrast,Dramatic/High contrast,Animated/CGI Character,5+,Elderly couple,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Trust,Long-lasting moisture,General brand awareness,Low - incidental - Challenges gender norms,Profound & Evocative,Highly Authentic/Raw,3,Displays a startling fact,Problem Setup Scene,Sudden Silence followed by sound,No,Anticipation,Static Shot,Effective but Standard
https://tiktok.com/v875,wipol_official,Wipol,Home Care,2024-01-24,Makro,True,397132,19262,instagram,other say,45,Minimalist,High contrast,Colored gels,None,0,N/A,Experience the power of instant results with our latest innovation.,Fresh Take on Familiar,Nostalgia,Instant results,Visit store,Moderate - raises awareness - Focuses on sustainability,Surface-level/Fleeting,Fictional/Fantastical,5,Poses a direct question,Text-heavy Introduction,Abrupt Music Start,Yes - 'Stop!',Confusion,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v876,pond's_official,Pond's,Beauty and Wellbeing,2024-03-13,Mega,True,261245,7494,instagram,brand say,51,Documentary-style,Monochromatic,Dramatic/High contrast,Animated/CGI Character,2,Middle-aged professional male,Experience the power of instant results with our latest innovation.,Highly Original/Unexpected,Empathy,Instant results,None,Moderate - raises awareness - Challenges gender norms,Moderate & Engaging,Highly Authentic/Raw,4,Poses a direct question,Facial Close-up of Talent,Sudden Silence followed by sound,Yes - 'Stop!',Calmness,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v877,dove_official,Dove,Beauty and Wellbeing,2024-06-16,Mega,True,301846,5632,instagram,other say,49,Avant-garde,Earthy neutrals,Colored gels,None,0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Aspiration,Healthier lifestyle,Share content,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Highly Authentic/Raw,5,Displays a startling fact,Problem Setup Scene,Sudden Silence followed by sound,No,Urgency,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v878,scarlett_official,Scarlett,Beauty and Wellbeing,2024-03-30,Makro,False,507917,7504,instagram,other say,20,Retro-futuristic,Earthy neutrals,Theatrical spotlights,Animal,2,N/A,Experience the power of instant results with our latest innovation.,Highly Original/Unexpected,Empathy,Instant results,None,None,Purely Functional/None,Clearly Staged/Aspirational,4,Presents an intriguing visual,Problem Setup Scene,Intriguing Sound Effects,No,Confusion,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v879,sunlight_official,Sunlight,Home Care,2024-07-02,Mega,True,205993,4430,instagram,brand say,15,Cartoonish,Muted Vintage,Low-key,Animal,2,N/A,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Joy,Time-saving convenience,Follow social media,None,Purely Functional/None,Deliberately Stylized Realism,4,Poses a direct question,Intriguing/Abstract Visual,Upbeat Jingle,No,Humor,Static Shot,Effective but Standard
https://tiktok.com/v880,so_klin_official,So Klin,Home Care,2024-01-02,Nano,False,702358,8807,instagram,other say,57,Surreal,Muted Vintage,Theatrical spotlights,Narrator Only (unseen),0,N/A,Experience the power of instant results with our latest innovation.,Standard/Expected,Empowerment,Instant results,Learn more,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Deliberately Stylized Realism,3,Showcases a desired outcome,Shocking/Unexpected Event,Upbeat Jingle,No,Confusion,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v881,molto_official,Molto,Home Care,2024-02-25,Mikro,True,460570,19822,instagram,other say,54,Cartoonish,Muted Vintage,Bright/Overhead,Animated/CGI Character,5+,Young adult female,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Empathy,Enhanced connectivity,General brand awareness,Moderate - raises awareness - Challenges gender norms,Surface-level/Fleeting,Clearly Staged/Aspirational,4,Showcases a desired outcome,Direct Product Close-up,Upbeat Jingle,No,Humor,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v882,sunlight_official,Sunlight,Home Care,2024-06-21,Mega,True,125286,3396,instagram,other say,45,Avant-garde,Muted Vintage,Theatrical spotlights,Animated/CGI Character,5+,Diverse family unit,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Joy,Instant results,Purchase now,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Perceived as Real,5,Introduces a relatable problem,Intriguing/Abstract Visual,Whispered confession,Yes - 'The Secret',Anticipation,Slow/Deliberate,Effective but Standard
https://tiktok.com/v883,molto_official,Molto,Home Care,2024-02-28,Mikro,True,149584,5127,instagram,other say,16,Futuristic,High contrast,Dramatic/High contrast,Professional Actor,1,Gen Z explorer,Experience the power of time-saving convenience with our latest innovation.,Standard/Expected,Humor,Time-saving convenience,None,Low - incidental - Challenges gender norms,Profound & Evocative,Clearly Staged/Aspirational,5,Showcases a desired outcome,Problem Setup Scene,Direct Voiceover Question,No,Calmness,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v884,biore_official,Biore,Beauty and Wellbeing,2024-04-25,Makro,False,157012,7673,instagram,brand say,34,Gritty,High contrast,Theatrical spotlights,Mixed,2,Middle-aged professional male,Experience the power of instant results with our latest innovation.,Standard/Expected,Trust,Instant results,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Perceived as Real,5,Displays a startling fact,Text-heavy Introduction,Direct Voiceover Question,No,Curiosity,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v885,scarlett_official,Scarlett,Beauty and Wellbeing,2024-06-29,Makro,False,499452,18177,instagram,other say,25,Documentary-style,High contrast,Colored gels,Brand Founder/CEO,1,Diverse family unit,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Security,Enhanced connectivity,Sign up,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Highly Authentic/Raw,4,Poses a direct question,Aspirational Lifestyle Scene,Sudden Silence followed by sound,No,Curiosity,Static Shot,Effective but Standard
https://tiktok.com/v886,pond's_official,Pond's,Beauty and Wellbeing,2024-06-06,Mega,True,73543,1285,instagram,brand say,53,Gritty,Earthy neutrals,Soft/Diffused,Animated/CGI Character,5+,Middle-aged professional male,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Trust,Enhanced connectivity,Follow social media,High - likely to provoke discussion/change - Focuses on sustainability,Profound & Evocative,Fictional/Fantastical,3,Presents an intriguing visual,Problem Setup Scene,Dialogue snippet,No,Confusion,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v887,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-07-18,Nano,True,5217756,200274,instagram,brand say,34,Cinematic,Neon Glow,Expressive shadows,Animated/CGI Character,1,Middle-aged professional male,Experience the power of premium quality with our latest innovation.,Clichéd/Uninspired,Security,Premium quality,Follow social media,Low - incidental - Focuses on sustainability,Profound & Evocative,Deliberately Stylized Realism,4,Presents an intriguing visual,Aspirational Lifestyle Scene,Whispered confession,No,Confusion,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v888,attack_official,Attack,Home Care,2024-01-19,Mikro,False,253478,9013,instagram,brand say,58,Minimalist,Bright and saturated,Soft/Diffused,Narrator Only (unseen),0,N/A,Experience the power of instant results with our latest innovation.,Highly Original/Unexpected,Aspiration,Instant results,General brand awareness,Low - incidental - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,4,Introduces a relatable problem,Direct Product Close-up,Upbeat Jingle,Yes - 'Wait...',Empathy,Static Shot,Effective but Standard
https://tiktok.com/v889,make_over_official,Make Over,Beauty and Wellbeing,2024-05-10,Nano,False,275984,9188,instagram,other say,38,Cartoonish,Muted Vintage,Expressive shadows,Animal,2,N/A,Experience the power of eco-friendly production with our latest innovation.,Standard/Expected,Excitement,Eco-friendly production,Share content,High - likely to provoke discussion/change - Promotes inclusivity,Profound & Evocative,Fictional/Fantastical,4,Showcases a desired outcome,Shocking/Unexpected Event,Whispered confession,No,Anticipation,Slow/Deliberate,Effective but Standard
